ClassID,Packet,Delay (ms)
2,335,13.641
1,334,5.985
3,334,3.741
2,336,14.0
1,335,6.349
3,335,4.244
2,337,13.75
3,336,3.997
1,336,6.952
2,338,14.0
1,337,6.327
3,337,4.313
2,339,13.701
1,338,6.641
3,338,3.875
1,339,7.128
2,340,13.818
3,339,4.107
1,340,7.775
2,341,13.506
3,340,4.0120000000000005
1,341,7.248
2,342,13.929
3,341,4.159
2,343,13.196
3,342,4.159
1,342,7.196
2,344,13.505
3,343,4.08
1,343,7.398000000000001
1,344,6.787
2,345,13.547
3,344,4.806
1,345,6.135
2,346,13.547
3,345,4.105
2,347,13.928
3,346,4.105
1,346,8.92
2,348,13.842
1,347,7.894
3,347,4.3100000000000005
1,348,6.146
2,349,13.498000000000001
3,348,4.928
1,349,8.836
2,350,15.376
3,349,5.783
1,350,9.165000000000001
2,351,14.34
3,350,6.173
1,351,8.784
2,352,15.18
3,351,5.469
2,353,14.939
1,352,9.117
3,352,6.0840000000000005
2,354,14.514000000000001
3,353,5.313
1,353,8.114
1,354,7.573
2,355,14.618
3,354,4.8180000000000005
1,355,7.7490000000000006
2,356,14.622
3,355,6.072
2,357,14.615
1,356,8.355
3,356,5.604
1,357,9.751
2,358,14.663
3,357,6.038
2,359,15.22
3,358,5.916
1,358,11.112
1,359,7.8740000000000006
2,360,15.588000000000001
3,359,2.98
2,361,13.849
3,360,2.98
1,360,4.716
1,361,8.522
2,362,12.779
3,361,4.689
2,363,12.779
1,362,6.216
3,362,3.798
1,363,6.819
2,364,15.312000000000001
3,363,4.2
1,364,6.949
2,365,14.383000000000001
3,364,2.919
2,366,15.946
1,365,5.882000000000001
3,365,2.79
1,366,5.571
2,367,13.885
3,366,2.605
1,367,4.979
2,368,13.796000000000001
3,367,2.971
1,368,5.274
2,369,14.975
3,368,3.1670000000000003
1,369,5.124
2,370,11.542
3,369,1.625
2,371,10.928
1,370,5.151
3,370,3.585
1,371,5.151
2,372,10.483
3,371,2.269
1,372,3.556
2,373,11.515
3,372,2.492
1,373,4.525
2,374,10.799
3,373,1.627
1,374,4.337
2,375,10.482000000000001
3,374,1.663
1,375,4.41
2,376,11.989
3,375,1.6640000000000001
1,376,5.806
2,377,10.774000000000001
3,376,2.799
1,377,6.376
2,378,10.747
3,377,3.616
1,378,6.836
2,379,12.02
3,378,3.295
1,379,7.0120000000000005
2,380,12.319
3,379,3.748
1,380,6.392
2,381,12.357000000000001
3,380,3.908
1,381,7.01
2,382,12.738
3,381,3.946
2,383,12.738
1,382,6.946
3,382,4.077
1,383,7.531000000000001
2,384,13.111
3,383,4.126
2,385,13.111
1,384,7.8790000000000004
3,384,4.227
1,385,8.771
2,386,13.098
3,385,4.227
1,386,6.766
2,387,13.98
3,386,4.198
2,388,13.574
1,387,9.341000000000001
3,387,5.569
1,388,8.543000000000001
2,389,14.384
3,388,5.569
1,389,7.468
3,389,4.593
2,390,14.477
1,390,8.853
2,391,14.637
3,390,5.828
1,391,8.776
2,392,14.313
3,391,6.357
1,392,8.157
2,393,14.649000000000001
3,392,5.714
1,393,8.515
2,394,14.365
3,393,5.819
1,394,8.638
2,395,15.512
3,394,5.924
1,395,8.877
2,396,15.115
3,395,6.6160000000000005
1,396,8.769
2,397,15.395
3,396,6.022
1,397,9.276
2,398,15.771
3,397,6.431
1,398,8.99
2,399,15.8
3,398,6.307
1,399,8.99
2,400,16.516000000000002
3,399,5.8740000000000006
1,400,9.02
2,401,16.438
3,400,6.349
2,402,14.937000000000001
1,401,9.642
