ClassID,Packet,Delay (ms)
1,301,0.17400000000000002
2,301,0.02
3,302,0.686
1,302,0.023
2,302,0.018000000000000002
3,303,0.48
1,303,0.162
2,303,0.025
3,304,0.322
1,304,0.056
2,304,0.018000000000000002
3,305,0.023
1,305,0.149
3,306,0.153
2,305,0.052000000000000005
1,306,0.02
3,307,0.02
2,306,0.019
1,307,0.527
3,308,0.045
2,307,0.02
1,308,0.031
3,309,0.034
2,308,0.022
1,309,0.039
2,309,0.051000000000000004
3,310,0.016
1,310,0.031
2,310,0.019
3,311,0.054
1,311,0.036000000000000004
2,311,0.226
3,312,0.025
1,312,0.10300000000000001
2,312,0.022
3,313,0.026000000000000002
1,313,0.036000000000000004
2,313,0.024
3,314,0.028
1,314,0.06
2,314,0.422
3,315,0.019
1,315,0.117
2,315,0.021
3,316,0.018000000000000002
1,316,0.015
2,316,0.054
3,317,0.028
1,317,0.053
2,317,0.026000000000000002
3,318,0.052000000000000005
1,318,1.018
2,318,0.6960000000000001
3,319,0.032
1,319,0.10200000000000001
2,319,0.02
3,320,0.052000000000000005
1,320,0.051000000000000004
2,320,0.015
3,321,0.108
1,321,0.024
2,321,0.367
3,322,0.052000000000000005
1,322,0.027
2,322,0.019
3,323,0.016
1,323,0.069
2,323,0.271
3,324,0.015
1,324,0.074
3,325,0.066
2,324,0.055
1,325,0.021
3,326,0.021
2,325,0.019
1,326,0.026000000000000002
2,326,0.053
3,327,0.023
1,327,0.024
2,327,0.023
3,328,0.052000000000000005
1,328,0.053
2,328,0.043000000000000003
3,329,0.058
1,329,0.008
3,330,0.064
2,329,0.037
1,330,0.012
2,330,0.05
3,331,2.705
1,331,0.021
2,331,0.015
3,332,0.061
1,332,0.055
2,332,0.051000000000000004
3,333,0.062
1,333,0.052000000000000005
2,333,0.048
3,334,0.049
1,334,0.053
2,334,0.055
3,335,0.163
1,335,0.137
2,335,0.019
3,336,0.15
1,336,0.07200000000000001
2,336,0.051000000000000004
3,337,0.025
1,337,0.079
2,337,3.273
3,338,0.022
1,338,0.065
2,338,0.229
3,339,0.055
1,339,0.032
2,339,0.263
3,340,0.053
1,340,0.023
2,340,0.021
3,341,0.024
1,341,0.069
2,341,0.019
3,342,0.622
1,342,0.041
2,342,0.055
3,343,0.023
1,343,0.044
2,343,0.389
3,344,2.114
1,344,1.191
2,344,0.053
3,345,0.054
1,345,0.069
2,345,0.023
3,346,0.061
1,346,0.311
3,347,0.997
2,346,0.803
1,347,0.024
2,347,0.054
3,348,0.034
1,348,0.056
2,348,2.203
3,349,0.065
1,349,0.033
2,349,0.01
3,350,0.052000000000000005
1,350,0.026000000000000002
2,350,2.121
3,351,0.6910000000000001
1,351,0.063
2,351,0.022
3,352,0.052000000000000005
1,352,0.036000000000000004
2,352,0.027
3,353,0.022
1,353,0.626
2,353,0.057
3,354,0.052000000000000005
1,354,0.035
2,354,0.055
3,355,0.012
1,355,0.109
2,355,0.812
3,356,0.019
2,356,0.75
1,356,0.021
3,357,0.051000000000000004
1,357,0.019
2,357,1.199
3,358,0.02
1,358,2.208
2,358,0.385
3,359,0.054
1,359,0.062
2,359,0.019
3,360,0.026000000000000002
1,360,0.022
2,360,0.298
3,361,0.098
1,361,0.975
3,362,0.02
2,361,0.021
1,362,0.06
3,363,1.04
2,362,0.059000000000000004
1,363,0.029
3,364,0.013000000000000001
2,363,0.021
1,364,0.021
3,365,0.015
2,364,0.28600000000000003
1,365,0.041
3,366,0.02
2,365,0.044
1,366,0.026000000000000002
3,367,0.893
2,366,0.113
1,367,0.018000000000000002
2,367,0.041
3,368,0.022
1,368,0.015
2,368,0.02
3,369,0.065
1,369,0.021
2,369,0.024
3,370,0.025
1,370,0.336
2,370,0.019
3,371,0.333
1,371,0.021
2,371,0.019
3,372,0.024
1,372,0.019
2,372,1.293
3,373,0.063
1,373,0.019
3,374,0.023
2,373,0.027
1,374,0.024
2,374,0.03
3,375,0.011
1,375,0.023
2,375,0.256
3,376,0.019
1,376,0.035
2,376,2.369
3,377,0.025
1,377,0.019
2,377,0.019
3,378,0.027
1,378,0.021
2,378,0.018000000000000002
3,379,0.026000000000000002
1,379,0.024
2,379,0.019
3,380,0.021
1,380,0.02
2,380,0.02
3,381,0.023
1,381,0.011
2,381,0.022
3,382,0.023
1,382,0.019
2,382,0.018000000000000002
3,383,0.073
1,383,0.021
2,383,0.019
3,384,0.025
1,384,0.024
2,384,0.019
3,385,0.035
1,385,0.016
2,385,0.019
3,386,0.022
1,386,0.033
2,386,0.23500000000000001
3,387,0.10300000000000001
1,387,0.037
2,387,0.021
3,388,0.025
1,388,0.02
2,388,0.021
3,389,0.02
1,389,0.231
2,389,0.018000000000000002
3,390,0.024
1,390,0.02
2,390,0.019
3,391,0.016
1,391,0.386
3,392,0.015
2,391,0.014
1,392,0.021
2,392,0.051000000000000004
3,393,1.141
1,393,0.3
2,393,3.4210000000000003
3,394,0.051000000000000004
1,394,0.021
2,394,2.758
3,395,0.061
1,395,0.018000000000000002
2,395,2.4170000000000003
3,396,0.022
1,396,0.013000000000000001
3,397,0.066
2,396,0.021
1,397,0.054
3,398,0.059000000000000004
2,397,2.2720000000000002
1,398,0.026000000000000002
2,398,0.054
3,399,0.025
1,399,0.057
2,399,2.664
3,400,0.053
1,400,0.053
2,400,1.453
3,401,0.025
1,401,0.021
2,401,1.6380000000000001
3,402,0.026000000000000002
1,402,0.029
2,402,0.169
3,403,0.077
1,403,0.021
2,403,1.498
3,404,0.162
1,404,0.02
2,404,0.022
3,405,0.084
1,405,0.021
2,405,0.029
3,406,0.079
1,406,0.28400000000000003
2,406,1.133
3,407,0.094
1,407,0.02
2,407,0.023
3,408,0.061
1,408,0.039
2,408,0.036000000000000004
3,409,0.02
1,409,0.113
2,409,0.058
3,410,0.02
1,410,0.019
3,411,0.066
2,410,0.229
1,411,0.022
3,412,0.014
2,411,0.022
1,412,0.037
2,412,0.043000000000000003
3,413,0.113
1,413,0.022
2,413,0.019
3,414,0.025
1,414,0.013000000000000001
2,414,0.019
3,415,0.032
1,415,0.037
3,416,0.021
2,415,3.15
1,416,0.014
3,417,0.019
2,416,0.021
1,417,0.02
2,417,0.022
3,418,0.019
1,418,0.036000000000000004
2,418,0.165
3,419,0.023
1,419,0.025
2,419,0.021
3,420,0.033
1,420,0.099
2,420,0.023
3,421,0.019
1,421,0.023
2,421,0.021
3,422,0.019
1,422,0.028
2,422,0.013000000000000001
3,423,0.02
1,423,0.018000000000000002
2,423,0.02
3,424,0.023
1,424,0.052000000000000005
2,424,0.01
3,425,0.022
1,425,0.045
3,426,0.023
2,425,0.009000000000000001
1,426,0.021
2,426,0.242
3,427,3.182
1,427,0.019
2,427,2.9290000000000003
3,428,0.029
1,428,0.018000000000000002
2,428,2.719
3,429,0.02
1,429,0.02
2,429,2.523
3,430,0.028
1,430,0.02
3,431,0.025
2,430,0.02
1,431,0.018000000000000002
2,431,2.041
3,432,0.309
1,432,0.024
2,432,0.027
3,433,0.044
1,433,0.035
3,434,0.052000000000000005
2,433,0.019
1,434,0.023
2,434,0.02
3,435,0.013000000000000001
1,435,0.029
3,436,0.019
2,435,0.023
1,436,0.016
2,436,0.039
3,437,0.017
1,437,0.022
2,437,4.402
3,438,0.028
1,438,0.461
2,438,0.054
3,439,0.052000000000000005
1,439,0.189
2,439,0.068
3,440,0.058
1,440,0.058
2,440,3.661
3,441,1.012
1,441,0.11800000000000001
2,441,0.024
3,442,0.057
1,442,0.057
3,443,0.33
2,442,0.023
1,443,0.063
2,443,0.033
3,444,1.6440000000000001
1,444,0.058
2,444,0.8220000000000001
3,445,0.044
1,445,0.994
2,445,0.059000000000000004
3,446,0.025
1,446,0.05
2,446,0.043000000000000003
3,447,0.042
1,447,1.071
2,447,0.024
3,448,0.099
1,448,0.066
2,448,2.207
3,449,0.046
1,449,2.745
2,449,0.057
3,450,2.235
1,450,0.025
2,450,0.266
3,451,0.587
1,451,0.315
2,451,0.027
3,452,0.017
1,452,0.02
2,452,0.015
3,453,0.021
1,453,0.061
2,453,0.051000000000000004
3,454,0.051000000000000004
1,454,0.126
2,454,0.665
3,455,0.051000000000000004
1,455,0.027
2,455,0.022
3,456,0.051000000000000004
1,456,0.069
2,456,0.016
3,457,0.052000000000000005
1,457,0.023
2,457,0.02
3,458,0.049
1,458,0.036000000000000004
2,458,0.054
3,459,0.031
1,459,0.051000000000000004
2,459,0.022
3,460,0.055
1,460,0.054
2,460,0.20600000000000002
3,461,0.052000000000000005
1,461,0.014
2,461,0.02
3,462,0.052000000000000005
1,462,0.056
2,462,0.054
3,463,0.016
1,463,0.055
2,463,0.02
3,464,0.047
2,464,0.019
3,465,0.055
2,465,0.181
1,464,0.025
2,466,1.425
1,465,0.052000000000000005
1,466,0.052000000000000005
2,467,0.051000000000000004
1,467,0.052000000000000005
3,468,0.12
1,468,1.891
2,468,1.674
3,469,0.646
1,469,0.025
2,469,0.055
3,470,0.055
1,470,0.024
2,470,0.077
3,471,0.022
1,471,0.025
2,471,0.023
3,472,0.022
1,472,11.241
2,472,1.823
3,473,0.607
1,473,0.012
2,473,0.012
3,474,0.02
1,474,0.025
2,474,0.02
3,475,0.02
1,475,0.058
2,475,0.021
3,476,0.019
1,476,0.015
2,476,0.023
1,477,0.019
3,480,0.054
2,477,0.014
1,478,3.228
3,481,1.049
2,478,0.28400000000000003
1,479,3.295
2,479,0.191
3,482,0.02
1,480,0.02
2,480,3.23
3,483,0.031
1,481,3.007
2,481,2.846
1,482,0.021
3,484,0.024
2,482,1.582
1,483,0.018000000000000002
3,485,0.057
2,483,2.29
1,484,0.022
3,486,0.021
2,484,1.8940000000000001
1,485,0.02
3,487,0.037
2,485,1.756
1,486,0.215
3,488,0.07100000000000001
2,486,1.583
1,487,0.019
3,489,0.021
2,487,1.475
1,488,0.013000000000000001
3,490,0.02
2,488,1.137
1,489,0.023
3,491,0.019
2,489,0.021
1,490,0.021
3,492,0.018000000000000002
2,490,0.9390000000000001
1,491,0.018000000000000002
3,493,0.02
2,491,0.026000000000000002
1,492,0.019
3,494,0.037
2,492,0.028
1,493,0.019
3,495,0.021
2,493,0.022
1,494,0.02
3,496,0.041
2,494,0.024
1,495,0.417
2,495,0.019
3,497,0.019
1,496,0.809
2,496,3.104
3,498,0.1
1,497,0.066
2,497,0.019
3,499,0.024
1,498,0.132
2,498,0.051000000000000004
3,500,0.024
1,499,0.016
2,499,0.35000000000000003
3,501,0.051000000000000004
1,500,0.051000000000000004
2,500,0.417
3,502,0.051000000000000004
1,501,0.353
2,501,0.018000000000000002
3,503,0.058
1,502,0.016
2,502,1.131
3,504,0.065
1,503,0.036000000000000004
2,503,0.051000000000000004
3,505,0.054
1,504,0.332
2,504,0.40700000000000003
3,506,0.062
1,505,0.025
2,505,0.068
3,507,0.013000000000000001
1,506,0.013000000000000001
2,506,0.021
3,508,0.024
1,507,0.356
2,507,1.3900000000000001
3,509,0.056
1,508,0.015
2,508,0.059000000000000004
3,510,0.007
1,509,0.009000000000000001
2,509,0.41000000000000003
3,511,0.7000000000000001
1,510,0.009000000000000001
2,510,0.542
3,512,1.849
1,511,0.06
2,511,0.366
3,513,0.02
1,512,0.024
2,512,0.034
3,514,0.07200000000000001
1,513,0.023
2,513,0.014
3,515,0.026000000000000002
1,514,0.024
2,514,0.017
3,516,0.061
1,515,0.024
2,515,0.02
3,517,0.019
1,516,0.011
2,516,0.02
3,518,0.619
1,517,0.048
2,517,0.022
3,519,1.076
1,518,0.025
2,518,0.056
3,520,0.02
1,519,0.024
2,519,0.024
3,521,0.34700000000000003
1,520,0.018000000000000002
2,520,0.03
3,522,0.025
2,521,0.23700000000000002
1,521,0.066
3,523,0.221
1,522,0.025
2,522,0.022
3,524,0.019
2,523,0.019
1,523,0.019
3,525,0.013000000000000001
1,524,0.028
2,524,0.043000000000000003
3,526,0.028
1,525,0.266
2,525,0.021
3,527,0.02
1,526,0.023
2,526,0.618
3,528,0.02
1,527,0.011
2,527,0.032
3,529,0.105
1,528,0.022
2,528,0.011
1,529,0.046
3,530,1.184
2,529,0.024
1,530,3.333
3,531,0.007
2,530,0.022
1,531,2.165
3,532,0.10400000000000001
2,531,0.007
1,532,0.023
3,533,1.688
2,532,0.005
1,533,2.254
3,534,0.04
2,533,0.035
1,534,0.10200000000000001
3,535,0.006
